id,Age
74051,7.544098259750166
74052,7.79221429823261
74053,10.86119510066493
74054,9.501064363276432
74055,7.51700467441856
74056,12.585669089324789
74057,11.488947149662721
74058,8.214048517232019
74059,12.39372974901416
74060,10.374329916822665
74061,12.651182517260827
74062,10.261671555325933
74063,4.2913046901428356
74064,12.663154974290666
74065,5.453499021646027
74066,6.084768128764557
74067,11.16756531438307
74068,13.010211215314365
74069,10.560889452300433
74070,10.564454194991361
74071,15.801428687685819
74072,9.364632680579408
74073,8.646358923747954
74074,9.246245470488404
74075,12.719299171247883
74076,9.531198226145763
74077,12.656115149555184
74078,11.156106564293557
74079,9.043553024807627
74080,11.81144818001873
74081,10.911790717179304
74082,10.582238576947725
74083,10.524336486136498
74084,12.185743396628549
74085,11.374822197721969
74086,7.176051857771077
74087,9.358736481920353
74088,11.269144288706865
74089,8.65044806659363
74090,10.26083936520968
74091,7.872309484717961
74092,9.724096477739165
74093,10.37807917820155
74094,9.934158082027214
74095,17.161423000162447
74096,11.861521104630006
74097,6.458438956974332
74098,6.141107779056568
74099,13.997511475671118
74100,10.008866896337256
74101,11.117015913839644
74102,9.246478657017631
74103,11.396287718252315
74104,10.087335170583911
74105,8.833199987859002
74106,11.514439554942925
74107,9.752769374526531
74108,5.140170270749829
74109,10.138366845380913
74110,5.5534976087114085
74111,10.82873114028622
74112,6.89947085653949
74113,8.344226261989608
74114,10.767143339937153
74115,9.520068719262948
74116,10.600916132707917
74117,13.114544402214628
74118,10.376028836811965
74119,8.981175529240318
74120,16.42212746884206
74121,9.985873905653484
74122,6.962480159159507
74123,12.397206933374585
74124,5.022808226177737
74125,7.364723270218688
74126,7.358121298123175
74127,11.518759971446432
74128,10.832763742908238
74129,9.301079927544427
74130,10.293940951184863
74131,10.6369582015594
74132,7.421176554722995
74133,10.5473643390193
74134,11.691253423483994
74135,4.493582547574942
74136,6.518304239319805
74137,5.463192635428339
74138,16.736527789979313
74139,10.842446678140377
74140,14.777586468717288
74141,9.296598553617079
74142,10.990226979114045
74143,14.588420056600535
74144,15.040382402626022
74145,11.35747881546472
74146,7.863385120507114
74147,10.12992652777791
74148,5.647271712031207
74149,10.713451474101833
74150,8.44032714530041
74151,8.9968266514788
74152,13.671569415840258
74153,11.006336123657055
74154,8.87441710450838
74155,6.544765562547253
74156,13.042969791454567
74157,11.005832681583088
74158,12.175677450108466
74159,10.323925530963493
74160,13.456412494014339
74161,10.164714903068873
74162,9.83307713235387
74163,9.905238800022412
74164,9.99890821210456
74165,10.42524095816577
74166,9.167607154408525
74167,11.187066984925758
74168,10.7135076092739
74169,11.865937791087783
74170,10.480962177534867
74171,12.62046393640985
74172,11.371177469332427
74173,7.56355986164728
74174,11.745454143419044
74175,9.668838252215881
74176,9.484349237343347
74177,11.386535448319986
74178,13.454634900335032
74179,12.847398022725205
74180,6.0670439206296365
74181,8.557513494018554
74182,10.692098319990603
74183,7.358547171176561
74184,11.596863794829767
74185,12.281209450475153
74186,9.998232192976726
74187,9.663214881512806
74188,12.217549735444988
74189,6.019149224891357
74190,9.361551036075722
74191,10.849838038697182
74192,11.584097153942869
74193,9.173050883827397
74194,4.2913046901428356
74195,12.085450749623265
74196,13.091424276142968
74197,10.155656842547863
74198,6.743809265148111
74199,9.86115005515679
74200,10.971713739051527
74201,8.587029186854686
74202,11.875328945710631
74203,11.034531902358273
74204,11.624016502217371
74205,10.05030015570715
74206,9.292952450672255
74207,9.078103960757872
74208,12.056625267348727
74209,16.769053722968323
74210,11.062574471125012
74211,7.4038033217823935
74212,9.434529741445385
74213,10.704154749286122
74214,12.649099999786914
74215,8.505097728662603
74216,7.3618486284679205
74217,16.416760707156474
74218,11.214347583610607
74219,8.066651492385372
74220,15.344743776671558
74221,7.957117654654686
74222,10.540028493747798
74223,9.816521730238591
74224,8.581703611551818
74225,11.35434272463905
74226,9.94358890185751
74227,11.174451201966463
74228,4.301294057909187
74229,11.973297573059856
74230,10.790093382759865
74231,7.890762644467658
74232,10.695719010641636
74233,6.456397029850821
74234,10.152154589710545
74235,11.27359659765444
74236,8.443568169950394
74237,9.258601948116517
74238,10.648452610530397
74239,6.42776318943457
74240,7.491200334737753
74241,7.6954501706036025
74242,12.860576276100673
74243,10.911946779106644
74244,6.906314444528894
74245,10.33463783904126
74246,10.149264117692379
74247,8.704999393374898
74248,8.886330937651902
74249,15.559737250008647
74250,10.87121312537686
74251,13.752402333786879
74252,7.814573426590167
74253,11.448714401861505
74254,10.596154399680179
74255,10.622938764533238
74256,10.959053021867774
74257,12.993628744863534
74258,4.412188035929093
74259,10.674681881488857
74260,8.61771757359629
74261,7.323310014578186
74262,4.794039628759517
74263,11.289900232386572
74264,10.567602905563827
74265,11.896988800011437
74266,8.39215109139603
74267,10.947889622407253
74268,7.18343811957938
74269,7.795943342478191
74270,8.587535270448276
74271,11.485310988069664
74272,16.332008594862945
74273,7.154828563456634
74274,13.07444440735324
74275,8.966868108547496
74276,7.918612111744375
74277,9.523264705320127
74278,14.079791445036657
74279,10.720248234142693
74280,10.089247217600263
74281,15.481545051802996
74282,12.467174044117398
74283,11.006236203203938
74284,7.892587213564276
74285,7.276535848937584
74286,11.085836998281021
74287,10.926670287095959
74288,12.085407693848818
74289,7.7324071839676805
74290,10.76199207830145
74291,12.3291616225784
74292,9.585911543710804
74293,7.7742116773496175
74294,10.846423273425335
74295,13.345994551973698
74296,12.200782928668922
74297,10.92814580222583
74298,15.616884416135468
74299,12.018928793823473
74300,10.02457274385912
74301,10.479232244361304
74302,9.977500633431198
74303,9.651478509422107
74304,11.423534906891733
74305,9.405397577075345
74306,8.890934381410363
74307,7.867949403833269
74308,11.046662136910404
74309,9.939697504609468
74310,19.018277190266218
74311,8.125443524266165
74312,12.823849371822842
74313,11.196626639212719
74314,10.80461492571342
74315,9.634330203844117
74316,10.12817696346524
74317,10.272043390403354
74318,12.177158547514592
74319,12.307492441123893
74320,8.100009517201851
74321,9.149369569490924
74322,12.051440008307278
74323,11.094536954545173
74324,12.284418808944777
74325,8.998463565358843
74326,9.468934865370196
74327,10.350081535839132
74328,12.17769106411734
74329,9.464302276921229
74330,8.64302345148486
74331,5.618466854249921
74332,10.500594938335222
74333,13.790556572673285
74334,13.199213001344182
74335,11.65995084507714
74336,8.886041481075374
74337,9.284626743631508
74338,9.776457407681452
74339,9.855435934555732
74340,8.89313505058873
74341,8.961046570867918
74342,8.191075866577112
74343,8.566053077819394
